date,Antigua and Barbuda,Australia,Bangladesh,Brazil,Chile,Czechia,Denmark,France,Indonesia,Italy,Japan,Malaysia,Mexico,Philippines,Saudi Arabia,Serbia,Slovenia,Spain,Taiwan,Thailand,United States
2020-05-25,-24.0,-4.0,-41.0,-12.0,-40.0,0.0,-1.0,-8.0,-17.0,-17.0,2.0,-16.0,-19.0,-34.0,-65.0,NA,-7.0,-17.0,9.0,1.0,-8.0
2020-05-26,-25.0,-2.0,-43.0,-9.0,-41.0,2.0,0.0,-4.0,-12.0,-14.0,-1.0,-8.0,-22.0,-33.0,-60.0,NA,-10.0,-16.0,1.0,-1.0,-3.0
2020-05-27,-20.0,-2.0,-50.0,-8.0,-41.0,1.0,0.0,-4.0,-8.0,-13.0,2.0,-6.0,-22.0,-34.0,-57.0,NA,-10.0,-15.0,-5.0,1.0,-4.0
2020-05-28,-18.0,-1.0,-36.0,-4.0,-41.0,3.0,4.0,-1.0,-8.0,-12.0,1.0,-8.0,-19.0,-34.0,-28.0,NA,-7.0,-12.0,-9.0,-1.0,-2.0
2020-05-29,-12.0,5.0,-33.0,3.0,-37.0,3.0,9.0,0.0,-11.0,-11.0,2.0,-11.0,-14.0,-33.0,-35.0,NA,-5.0,-13.0,3.0,5.0,-5.0
2020-05-30,-12.0,5.0,-33.0,2.0,-36.0,-1.0,12.0,-2.0,-11.0,-13.0,3.0,-16.0,-12.0,-32.0,-29.0,NA,-2.0,-16.0,9.0,4.0,-1.0
2020-05-31,-18.0,-1.0,-25.0,-9.0,-44.0,0.0,-11.0,5.0,-13.0,-31.0,0.0,-18.0,-19.0,-40.0,-9.0,NA,-82.0,-26.0,8.0,5.0,-4.0
2020-06-01,-44.0,-5.0,-26.0,-3.0,-37.0,2.0,-16.0,-36.0,-7.0,4.0,-2.0,-9.0,-13.0,-21.0,-14.0,NA,-3.0,-16.0,6.0,7.0,-2.0
2020-06-02,-15.0,-2.0,-27.0,-4.0,-37.0,1.0,22.0,5.0,-4.0,-44.0,2.0,-8.0,-17.0,-22.0,-15.0,NA,-8.0,-11.0,6.0,4.0,0.0
2020-06-03,-17.0,-2.0,-27.0,-3.0,-38.0,0.0,9.0,0.0,-4.0,-7.0,1.0,-7.0,-17.0,-22.0,-15.0,NA,-8.0,-10.0,5.0,7.0,1.0
2020-06-04,-15.0,-1.0,-32.0,0.0,-38.0,2.0,17.0,-1.0,-5.0,-11.0,2.0,-9.0,-17.0,-22.0,-17.0,NA,-7.0,-10.0,3.0,2.0,1.0
2020-06-05,-16.0,6.0,-26.0,9.0,-36.0,7.0,-25.0,-1.0,-9.0,-10.0,1.0,-8.0,-16.0,-24.0,-22.0,NA,-6.0,-10.0,13.0,4.0,-2.0
2020-06-06,-18.0,3.0,-24.0,8.0,-38.0,2.0,14.0,0.0,-8.0,-12.0,1.0,-11.0,-14.0,-23.0,-20.0,NA,-1.0,-14.0,9.0,1.0,1.0
2020-06-07,-24.0,-4.0,-20.0,-5.0,-46.0,3.0,-5.0,2.0,-10.0,-28.0,2.0,-14.0,-21.0,-32.0,-16.0,NA,-80.0,-25.0,2.0,3.0,-2.0
2020-06-08,-23.0,-3.0,-22.0,1.0,-41.0,5.0,2.0,-6.0,-6.0,-14.0,-1.0,3.0,-18.0,-19.0,-19.0,NA,-5.0,-12.0,0.0,3.0,-2.0
2020-06-09,-22.0,0.0,-24.0,-2.0,-40.0,5.0,4.0,-5.0,-7.0,-11.0,2.0,-5.0,-20.0,-22.0,-19.0,NA,-8.0,-14.0,5.0,1.0,-1.0
2020-06-10,-25.0,-4.0,-24.0,5.0,-39.0,6.0,2.0,-5.0,-4.0,-11.0,2.0,-3.0,-16.0,-24.0,-17.0,NA,-5.0,-8.0,8.0,3.0,-1.0
2020-06-11,-19.0,-1.0,-25.0,-13.0,-41.0,11.0,4.0,-3.0,-5.0,-8.0,-6.0,-4.0,-16.0,-22.0,-19.0,NA,0.0,-13.0,4.0,2.0,0.0
2020-06-12,-15.0,3.0,-29.0,14.0,-41.0,9.0,0.0,-6.0,-9.0,-8.0,0.0,-8.0,-13.0,-27.0,-26.0,NA,-4.0,-9.0,7.0,4.0,-1.0
2020-06-13,-17.0,3.0,-30.0,-2.0,-41.0,4.0,0.0,-7.0,-8.0,-14.0,-6.0,-9.0,-10.0,-23.0,-20.0,NA,-1.0,-13.0,8.0,3.0,2.0
2020-06-14,-26.0,-1.0,-21.0,-12.0,-48.0,7.0,-2.0,-3.0,-10.0,-21.0,-2.0,-11.0,-17.0,-31.0,-17.0,NA,-80.0,-17.0,4.0,2.0,-2.0
2020-06-15,-20.0,-2.0,-23.0,-4.0,-43.0,7.0,5.0,-5.0,-6.0,-11.0,3.0,-2.0,-9.0,-17.0,-20.0,NA,4.0,-10.0,8.0,4.0,-2.0
2020-06-16,-21.0,-1.0,-25.0,-4.0,-40.0,11.0,8.0,-3.0,-5.0,-8.0,3.0,-3.0,-11.0,-14.0,-19.0,NA,0.0,-10.0,7.0,2.0,1.0
2020-06-17,-21.0,-2.0,-36.0,-4.0,-43.0,9.0,5.0,-4.0,-5.0,-9.0,2.0,-1.0,-11.0,-18.0,-19.0,NA,-1.0,-7.0,5.0,-2.0,0.0
2020-06-18,-22.0,-1.0,-31.0,-3.0,-42.0,7.0,5.0,-3.0,-7.0,-9.0,-4.0,-4.0,-13.0,-26.0,-21.0,NA,1.0,-8.0,3.0,3.0,1.0
2020-06-19,-14.0,5.0,-29.0,1.0,-37.0,7.0,0.0,-4.0,-10.0,-8.0,-5.0,-5.0,-11.0,-29.0,-26.0,NA,-3.0,-8.0,6.0,3.0,0.0
2020-06-20,-12.0,3.0,-25.0,2.0,-38.0,4.0,1.0,-5.0,-7.0,-12.0,6.0,-6.0,-7.0,-23.0,-22.0,NA,5.0,-12.0,7.0,4.0,6.0
2020-06-21,-21.0,-2.0,-25.0,-8.0,-48.0,6.0,-2.0,4.0,-11.0,-21.0,2.0,-9.0,-14.0,-30.0,-10.0,NA,-80.0,-11.0,10.0,3.0,2.0
2020-06-22,-25.0,-3.0,-23.0,-5.0,-49.0,5.0,5.0,-3.0,-8.0,-9.0,-5.0,2.0,-17.0,-24.0,-11.0,NA,0.0,-6.0,8.0,2.0,-5.0
